#,When,Who,Language,Time,Memory,Number_Class,Problem_name,Number,Class
165007519,Jul/20/2022 15:18,masa_beydoun,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
177914097,Oct/25/2022 21:05,Ansam092,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
150181571,Mar/20/2022 02:39,obadaa.masri,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
77747685,Apr/23/2020 14:46,3bdo_Farah,GNU C++14,62 ms,200 KB,236A,Boy or Girl,236,A
169326414,Aug/22/2022 14:24,M.Qattan,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
196529922,Mar/08/2023 19:28,Abdulrhaim_Ma,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
149342813,Mar/11/2022 21:01,a7mad_taieb,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
16648732,Mar/11/2016 15:52,RedNextCentury,GNU C++11,30 ms,400 KB,236A,Boy or Girl,236,A
127869574,Sep/04/2021 22:41,Alaa-Kaadan,GNU C++17,62 ms,3800 KB,236A,Boy or Girl,236,A
153141452,Apr/09/2022 14:13,Waellhasan,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
146068804,Feb/12/2022 17:25,Zeina_Albarre,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
177992600,Oct/26/2022 15:54,Mohammed_Abdelkareem,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
155267651,Apr/29/2022 10:45,OmranMk,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
167550226,Aug/08/2022 21:22,IT-24-,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
37053003,Apr/07/2018 17:26,Grapeee,GNU C++,62 ms,3400 KB,236A,Boy or Girl,236,A
167955386,Aug/12/2022 12:29,7nooOoOoon,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
172214119,Sep/15/2022 10:36,Wiaam_SA,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
76415448,Apr/12/2020 21:00,Qddo,GNU C++14,62 ms,200 KB,236A,Boy or Girl,236,A
142629441,Jan/13/2022 19:30,Bassam1412,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
101996189,Dec/22/2020 02:00,Amr_Kart,GNU C++11,62 ms,0 KB,236A,Boy or Girl,236,A
183354856,Nov/30/2022 15:09,Mounir_Maleh,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
181138746,Nov/15/2022 23:49,Yaman_Alwaza,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
198105263,Mar/19/2023 16:52,Sarah_nn,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
162985108,Jul/06/2022 12:41,Conan_y65,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
167801365,Aug/10/2022 23:46,_Salty,GNU C++17,30 ms,200 KB,236A,Boy or Girl,236,A
159104714,Jun/01/2022 00:47,AbodeKu,GNU C++14,30 ms,0 KB,236A,Boy or Girl,236,A
158247937,May/24/2022 00:53,Mohammed--alhefawe,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
71821902,Feb/24/2020 23:05,Bsher,GNU C++11,62 ms,0 KB,236A,Boy or Girl,236,A
157459651,May/17/2022 12:00,HASSAN_GH,GNU C++17,30 ms,1000 KB,236A,Boy or Girl,236,A
164436398,Jul/16/2022 14:23,kinannotfound,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
104370491,Jan/15/2021 03:29,RetiringNextCentury,GNU C++14,62 ms,0 KB,236A,Boy or Girl,236,A
204715864,May/06/2023 12:11,mlakdyab578,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
116064543,May/13/2021 03:39,Alhomse,MS C++ 2017,62 ms,3900 KB,236A,Boy or Girl,236,A
159872118,Jun/07/2022 21:25,Nour-Aldeen,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
186672089,Dec/25/2022 16:33,MuhannadW,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
150282917,Mar/20/2022 19:00,7amzahsa,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
105546878,Jan/27/2021 10:52,043_33798_Nuraiym-7,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
148398062,Mar/04/2022 23:45,ghina.alrefai,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
197235426,Mar/13/2023 15:27,_s_h_a_m__,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
176623182,Oct/17/2022 01:52,codeiologist,GNU C++17 (64),30 ms,1200 KB,236A,Boy or Girl,236,A
121649464,Jul/07/2021 20:02,Diab,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
174525095,Oct/03/2022 17:41,ShathaS2003,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
71917845,Feb/26/2020 16:50,AhmadShahal,GNU C++14,92 ms,0 KB,236A,Boy or Girl,236,A
164654590,Jul/17/2022 23:42,sarah.m.akkad,GNU C++17 (64),30 ms,0 KB,236A,Boy or Girl,236,A
183437174,Dec/01/2022 09:30,abd-alrzaq,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
169325946,Aug/22/2022 14:18,MarioAndrawos,GNU C++17 (64),30 ms,0 KB,236A,Boy or Girl,236,A
65675764,Nov/24/2019 20:54,RamaRehawi,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
171265624,Sep/07/2022 20:45,Omani,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
33139723,Dec/12/2017 00:39,abdalkader-s,GNU C++14,62 ms,1900 KB,236A,Boy or Girl,236,A
171158679,Sep/06/2022 21:15,099450735z,GNU C++17 (64),30 ms,0 KB,236A,Boy or Girl,236,A
197895058,Mar/18/2023 13:28,abdalrhman.alkafry,GNU C++17 (64),30 ms,0 KB,236A,Boy or Girl,236,A
197568692,Mar/15/2023 23:38,mohammed_kurdi,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
58838801,Aug/15/2019 03:00,Raed_Sb,GNU C++14,92 ms,0 KB,236A,Boy or Girl,236,A
162432563,Jul/01/2022 15:10,Hamza_Alattar.1,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
33912592,Jan/05/2018 01:59,SaeedSabbagh,GNU C++14,62 ms,1900 KB,236A,Boy or Girl,236,A
170110558,Aug/30/2022 02:06,Kareembo,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
67775536,Dec/28/2019 11:49,Diab,GNU C++17,92 ms,0 KB,236A,Boy or Girl,236,A
114289320,Apr/26/2021 17:36,Lanakhaled,MS C++ 2017,62 ms,0 KB,236A,Boy or Girl,236,A
185735602,Dec/18/2022 02:14,ghaith.clash88,GNU C++17 (64),30 ms,0 KB,236A,Boy or Girl,236,A
46522672,Dec/02/2018 21:45,Ahmad7_7,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
149245335,Mar/11/2022 14:45,sanji333333,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
201708759,Apr/10/2023 22:14,ShadyH6,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
97593955,Nov/04/2020 00:51,Tashleef,GNU C++17,62 ms,200 KB,236A,Boy or Girl,236,A
106231001,Feb/02/2021 00:02,Mohamed-Omran,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
150350582,Mar/21/2022 14:21,MouayadL7,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
156892809,May/12/2022 10:08,dee..,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
168438554,Aug/15/2022 23:44,Mohammad_Alassali,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
123831716,Jul/26/2021 14:28,Ahmed-yaser,GNU C++17,62 ms,3700 KB,236A,Boy or Girl,236,A
56686653,Jul/08/2019 02:32,Raneem.Alhassan,GNU C++11,62 ms,0 KB,236A,Boy or Girl,236,A
124493803,Aug/01/2021 12:39,_SADIEM_,GNU C++17,62 ms,3800 KB,236A,Boy or Girl,236,A
196128843,Mar/05/2023 14:51,Lanakhaled,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
67753753,Dec/27/2019 21:42,3bdo_Farah,GNU C++17,92 ms,200 KB,236A,Boy or Girl,236,A
198675746,Mar/23/2023 00:37,Bicso,GNU C++14,30 ms,0 KB,236A,Boy or Girl,236,A
106231124,Feb/02/2021 00:05,Mohamed-Omran,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
193021170,Feb/10/2023 09:07,NawarAlTibi,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
205039064,May/08/2023 06:28,The_soviet_cat,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
180215676,Nov/09/2022 18:20,Abd_HM,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
112879570,Apr/13/2021 01:39,amarashujaa,GNU C++17,62 ms,9900 KB,236A,Boy or Girl,236,A
175142879,Oct/08/2022 16:33,Mohammad_Alassali,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
143163061,Jan/18/2022 00:10,_OmarAbdo,GNU C++14,30 ms,0 KB,236A,Boy or Girl,236,A
175142786,Oct/08/2022 16:32,Mohammad_Alassali,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
67999182,Dec/31/2019 12:51,Brre.Hemo,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
62649222,Oct/15/2019 23:47,sepsa.m,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
175141592,Oct/08/2022 16:22,Mohammad_Alassali,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
16458651,Mar/02/2016 09:53,Mohammad_Kartoumeh,GNU C++,30 ms,0 KB,236A,Boy or Girl,236,A
104963680,Jan/21/2021 10:50,_SADIEM_,GNU C++14,62 ms,200 KB,236A,Boy or Girl,236,A
160770176,Jun/16/2022 01:29,AbdAlrhman_QaraBolad,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
127864311,Sep/04/2021 21:03,_SADIEM_,GNU C++17,62 ms,3800 KB,236A,Boy or Girl,236,A
104426297,Jan/15/2021 18:17,DARK-N,GNU C++17,62 ms,100 KB,236A,Boy or Girl,236,A
163387502,Jul/09/2022 17:38,sanji333333,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
185935318,Dec/19/2022 13:27,0xessam,GNU C++20 (64),30 ms,0 KB,236A,Boy or Girl,236,A
185935088,Dec/19/2022 13:25,0xessam,GNU C++20 (64),0 ms,0 KB,236A,Boy or Girl,236,A
140506791,Dec/24/2021 20:09,Ahmed-yaser,GNU C++17,30 ms,100 KB,236A,Boy or Girl,236,A
140506673,Dec/24/2021 20:07,Ahmed-yaser,GNU C++17,30 ms,0 KB,236A,Boy or Girl,236,A
107964519,Feb/19/2021 19:44,Brre.Hemo,GNU C++17,62 ms,0 KB,236A,Boy or Girl,236,A
164298639,Jul/15/2022 17:16,kinannotfound,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
179438363,Nov/05/2022 16:33,IT-24-,GNU C++17,62 ms,0 KB,118A,String Task,118,A
158069113,May/22/2022 19:17,Mohammed--alhefawe,GNU C++17,30 ms,0 KB,118A,String Task,118,A
176963215,Oct/19/2022 08:43,MuhannadW,GNU C++17,30 ms,0 KB,118A,String Task,118,A
109039846,Mar/03/2021 23:34,ali.alnahhas.22,GNU C++11,62 ms,0 KB,118A,String Task,118,A
164288979,Jul/15/2022 17:01,kinannotfound,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
196819881,Mar/10/2023 18:53,ghaith.clash88,GNU C++17 (64),30 ms,0 KB,118A,String Task,118,A
111781857,Apr/02/2021 14:36,Brre.Hemo,GNU C++17,62 ms,0 KB,118A,String Task,118,A
174669684,Oct/04/2022 23:14,ShathaS2003,GNU C++17,30 ms,0 KB,118A,String Task,118,A
158394638,May/25/2022 16:49,OmranMk,GNU C++17,30 ms,0 KB,118A,String Task,118,A
161210497,Jun/19/2022 13:49,Hamza_Alattar.1,GNU C++17,30 ms,0 KB,118A,String Task,118,A
194500692,Feb/21/2023 21:55,sanji333333,GNU C++17,30 ms,0 KB,118A,String Task,118,A
67568031,Dec/24/2019 23:18,Diab,GNU C++17,62 ms,0 KB,118A,String Task,118,A
169057231,Aug/20/2022 11:52,masa_beydoun,GNU C++17,30 ms,0 KB,118A,String Task,118,A
186668309,Dec/25/2022 15:51,M.Qattan,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
194525017,Feb/22/2023 05:32,Sarah_nn,GNU C++17,30 ms,0 KB,118A,String Task,118,A
148044168,Mar/01/2022 18:34,ZENGOO,GNU C++17,30 ms,0 KB,118A,String Task,118,A
153104283,Apr/09/2022 05:12,MouayadL7,GNU C++14,30 ms,0 KB,118A,String Task,118,A
180166596,Nov/09/2022 10:32,Abd_HM,GNU C++17,30 ms,0 KB,118A,String Task,118,A
169322961,Aug/22/2022 13:45,MarioAndrawos,GNU C++17 (64),30 ms,0 KB,118A,String Task,118,A
167766470,Aug/10/2022 17:08,Wiaam_SA,GNU C++17,30 ms,0 KB,118A,String Task,118,A
126982681,Aug/25/2021 18:28,ali.alnahhas.22,GNU C++14,62 ms,3700 KB,118A,String Task,118,A
163204885,Jul/08/2022 15:25,anas_allaham,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
186667137,Dec/25/2022 15:38,M.Qattan,GNU C++20 (64),0 ms,0 KB,118A,String Task,118,A
95184733,Oct/11/2020 10:37,Bsher,GNU C++17,62 ms,0 KB,118A,String Task,118,A
180872479,Nov/13/2022 18:14,Mohammed_Abdelkareem,GNU C++17,30 ms,100 KB,118A,String Task,118,A
160816669,Jun/16/2022 16:03,Waellhasan,GNU C++17,30 ms,0 KB,118A,String Task,118,A
151274984,Mar/28/2022 22:28,AbdAR,GNU C++17,30 ms,100 KB,118A,String Task,118,A
148663088,Mar/07/2022 08:27,obadaa.masri,GNU C++17,30 ms,0 KB,118A,String Task,118,A
128916029,Sep/15/2021 18:04,Ahmed-yaser,GNU C++17,62 ms,3700 KB,118A,String Task,118,A
165662815,Jul/25/2022 14:28,A.M.B.E,GNU C++17,30 ms,0 KB,118A,String Task,118,A
149031854,Mar/10/2022 01:01,Alhomse,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
180953924,Nov/14/2022 12:27,0xessam,GNU C++20 (64),0 ms,0 KB,118A,String Task,118,A
160076496,Jun/10/2022 15:49,HASSAN_GH,GNU C++17,30 ms,0 KB,118A,String Task,118,A
19855297,Aug/13/2016 20:20,Zaher,GNU C++11,62 ms,2000 KB,118A,String Task,118,A
201940203,Apr/13/2023 16:14,abdalrhman.alkafry,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
34558132,Jan/26/2018 00:05,Bsher,GNU C++14,30 ms,1900 KB,118A,String Task,118,A
36220954,Mar/12/2018 13:56,samer_orfali,GNU C++,30 ms,2100 KB,118A,String Task,118,A
147984155,Mar/01/2022 01:02,KHALED.TELLO,GNU C++17,30 ms,0 KB,118A,String Task,118,A
184646984,Dec/10/2022 23:24,dee..,GNU C++17,30 ms,100 KB,118A,String Task,118,A
149352571,Mar/11/2022 22:40,ghina.alrefai,GNU C++17,30 ms,0 KB,118A,String Task,118,A
197988388,Mar/18/2023 19:02,_s_h_a_m__,GNU C++17,62 ms,0 KB,118A,String Task,118,A
71811170,Feb/24/2020 19:50,Bsher,GNU C++11,62 ms,0 KB,118A,String Task,118,A
161584718,Jun/23/2022 22:07,a7mad_taieb,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
108827884,Mar/01/2021 21:03,DARK-N,GNU C++17,62 ms,0 KB,118A,String Task,118,A
104227515,Jan/13/2021 23:54,RetiringNextCentury,GNU C++14,62 ms,0 KB,118A,String Task,118,A
174551441,Oct/03/2022 21:55,Conan_y65,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
62685461,Oct/16/2019 16:57,sepsa.m,GNU C++17,62 ms,0 KB,118A,String Task,118,A
204506337,May/05/2023 01:17,Kareembo,GNU C++17,30 ms,0 KB,118A,String Task,118,A
58838173,Aug/15/2019 02:05,Raed_Sb,GNU C++14,62 ms,0 KB,118A,String Task,118,A
109184124,Mar/06/2021 01:38,Bassam1412,GNU C++17,62 ms,0 KB,118A,String Task,118,A
168780478,Aug/18/2022 12:00,Mohammad_Alassali,GNU C++17,30 ms,0 KB,118A,String Task,118,A
58551800,Aug/10/2019 23:36,yaser.harba,GNU C++17,60 ms,0 KB,118A,String Task,118,A
77389267,Apr/20/2020 20:39,Fadi_Futainah,GNU C++14,62 ms,0 KB,118A,String Task,118,A
74045541,Mar/23/2020 17:20,Tashleef,GNU C++14,62 ms,0 KB,118A,String Task,118,A
194974674,Feb/25/2023 20:05,Abdulrhaim_Ma,GNU C++17,30 ms,0 KB,118A,String Task,118,A
177790408,Oct/24/2022 19:47,codeiologist,GNU C++17 (64),30 ms,0 KB,118A,String Task,118,A
154234882,Apr/21/2022 02:29,7amzahsa,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
186029560,Dec/19/2022 21:29,Lanakhaled,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
71794536,Feb/24/2020 18:36,AhmadShahal,GNU C++14,62 ms,0 KB,118A,String Task,118,A
124493101,Aug/01/2021 12:32,_SADIEM_,GNU C++17,62 ms,3700 KB,118A,String Task,118,A
194614889,Feb/22/2023 23:53,sarah.m.akkad,GNU C++17 (64),30 ms,0 KB,118A,String Task,118,A
127830062,Sep/04/2021 12:56,Alaa-Kaadan,GNU C++17,62 ms,3800 KB,118A,String Task,118,A
3499362,Apr/10/2013 15:53,RedNextCentury,GNU C++,15 ms,0 KB,118A,String Task,118,A
16348858,Feb/26/2016 17:51,Mohammad_Kartoumeh,GNU C++,62 ms,0 KB,118A,String Task,118,A
128038191,Sep/06/2021 14:31,_SADIEM_,GNU C++17,62 ms,3700 KB,118A,String Task,118,A
33520281,Dec/22/2017 23:36,SaeedSabbagh,GNU C++17 Diagnostics,1560 ms,97700 KB,118A,String Task,118,A
186878096,Dec/27/2022 16:32,MuhammadMak,GNU C++17,60 ms,0 KB,118A,String Task,118,A
48043196,Jan/07/2019 00:54,Yaman_Alwaza,GNU C++17,62 ms,200 KB,118A,String Task,118,A
189211832,Jan/14/2023 15:13,obadaa.masri,GNU C++17,30 ms,0 KB,118A,String Task,118,A
138709051,Dec/11/2021 10:42,_SADIEM_,GNU C++17,30 ms,0 KB,118A,String Task,118,A
46203802,Nov/25/2018 16:04,Baraa_Armoush,GNU C++11,62 ms,0 KB,118A,String Task,118,A
112186325,Apr/07/2021 03:04,_SADIEM_,GNU C++14,62 ms,0 KB,118A,String Task,118,A
188142623,Jan/05/2023 23:08,NawarAlTibi,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
165455469,Jul/23/2022 20:59,_Salty,GNU C++17,30 ms,0 KB,118A,String Task,118,A
165455093,Jul/23/2022 20:55,_Salty,GNU C++17,30 ms,100 KB,118A,String Task,118,A
67277705,Dec/20/2019 13:50,Brre.Hemo,GNU C++17,92 ms,0 KB,118A,String Task,118,A
69243536,Jan/21/2020 15:13,MouazBudier,GNU C++17,62 ms,0 KB,118A,String Task,118,A
174662044,Oct/04/2022 21:39,3bdo_Farah,GNU C++20 (64),30 ms,0 KB,118A,String Task,118,A
181011647,Nov/14/2022 21:28,8_8_2003_aliqasm,GNU C++17,30 ms,0 KB,118A,String Task,118,A
169251636,Aug/21/2022 18:15,IT-24-,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
164601425,Jul/17/2022 13:21,kinannotfound,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
178094116,Oct/27/2022 14:59,Mohammed_Abdelkareem,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
151353192,Mar/29/2022 20:06,AbdAR,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
164601904,Jul/17/2022 13:26,kinannotfound,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
175749882,Oct/12/2022 14:22,Bicso,GNU C++14,30 ms,0 KB,266A,Stones on the Table,266,A
101967115,Dec/21/2020 17:02,Amr_Kart,GNU C++11,62 ms,0 KB,266A,Stones on the Table,266,A
150043969,Mar/18/2022 19:00,7nooOoOoon,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
169393870,Aug/23/2022 10:50,Ansam092,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
77743826,Apr/23/2020 14:14,3bdo_Farah,GNU C++14,62 ms,0 KB,266A,Stones on the Table,266,A
169499128,Aug/24/2022 12:26,043_33798_Nuraiym-7,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
202122038,Apr/15/2023 00:18,abd-alrzaq,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
138035550,Dec/05/2021 03:30,0xOm4r,GNU C++14,30 ms,0 KB,266A,Stones on the Table,266,A
169347848,Aug/22/2022 18:08,sarah.m.akkad,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
157920232,May/21/2022 18:53,Mohammed--alhefawe,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
127869935,Sep/04/2021 22:48,Alaa-Kaadan,GNU C++17,62 ms,3700 KB,266A,Stones on the Table,266,A
186691563,Dec/25/2022 20:17,MuhannadW,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
121187905,Jul/03/2021 15:56,Ahmed-yaser,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
152452389,Apr/02/2022 08:14,obadaa.masri,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
122141231,Jul/11/2021 22:00,Diab,GNU C++17,62 ms,3700 KB,266A,Stones on the Table,266,A
171332177,Sep/08/2022 15:23,Karam_mohmd,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
66666227,Dec/12/2019 10:15,sepsa.m,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
36227293,Mar/12/2018 17:39,samer_orfali,GNU C++,30 ms,2000 KB,266A,Stones on the Table,266,A
172215334,Sep/15/2022 10:51,Wiaam_SA,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
148395096,Mar/04/2022 22:57,ghina.alrefai,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
169459515,Aug/23/2022 23:02,M.Qattan,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
109287696,Mar/06/2021 21:41,Bassam1412,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
166621958,Aug/01/2022 23:04,Conan_y65,GNU C++20 (64),30 ms,400 KB,266A,Stones on the Table,266,A
174281070,Oct/01/2022 20:30,Anti_tourist4000,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
149350725,Mar/11/2022 22:18,a7mad_taieb,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
67696116,Dec/27/2019 15:57,Diab,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
169057656,Aug/20/2022 11:56,masa_beydoun,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
34127333,Jan/13/2018 15:52,abdalkader-s,GNU C++14,30 ms,1900 KB,266A,Stones on the Table,266,A
159148725,Jun/01/2022 13:16,Waellhasan,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
155451816,Apr/30/2022 21:33,OmranMk,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
104369606,Jan/15/2021 02:45,RetiringNextCentury,GNU C++14,62 ms,0 KB,266A,Stones on the Table,266,A
67978164,Dec/30/2019 20:53,Brre.Hemo,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
148703579,Mar/07/2022 16:36,Hamza_Alattar.1,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
146886849,Feb/19/2022 05:41,Zeina_Albarre,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
173759520,Sep/28/2022 01:37,codeiologist,GNU C++17 (64),30 ms,0 KB,266A,Stones on the Table,266,A
160082125,Jun/10/2022 17:01,HASSAN_GH,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
179185605,Nov/04/2022 15:47,obada_katma,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
169076327,Aug/20/2022 14:56,anas_allaham,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
178263310,Oct/28/2022 21:05,0xessam,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
35441634,Feb/18/2018 12:30,Bsher,GNU C++14,30 ms,1900 KB,266A,Stones on the Table,266,A
183355889,Nov/30/2022 15:19,Mounir_Maleh,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
148124838,Mar/02/2022 17:31,KHALED.TELLO,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
114286276,Apr/26/2021 16:57,Lanakhaled,MS C++ 2017,62 ms,0 KB,266A,Stones on the Table,266,A
174848491,Oct/06/2022 14:58,ShathaS2003,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
193452953,Feb/13/2023 14:31,ghaith.clash88,GNU C++17 (64),30 ms,0 KB,266A,Stones on the Table,266,A
49743003,Feb/10/2019 22:54,abod3e9,GNU C++11,62 ms,0 KB,266A,Stones on the Table,266,A
202089431,Apr/14/2023 18:54,ShadyH6,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
171162832,Sep/06/2022 21:50,099450735z,GNU C++17 (64),30 ms,0 KB,266A,Stones on the Table,266,A
200480382,Apr/02/2023 23:56,mohammed_kurdi,GNU C++20 (64),30 ms,0 KB,266A,Stones on the Table,266,A
155389466,Apr/30/2022 15:36,M.Qattan,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
170317153,Aug/30/2022 22:31,Kareembo,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
56686447,Jul/08/2019 02:14,Raneem.Alhassan,GNU C++11,62 ms,0 KB,266A,Stones on the Table,266,A
34589556,Jan/27/2018 01:37,Bsher,GNU C++14,30 ms,1900 KB,266A,Stones on the Table,266,A
33534538,Dec/23/2017 14:23,SaeedSabbagh,GNU C++14,30 ms,1900 KB,266A,Stones on the Table,266,A
146873606,Feb/18/2022 23:24,_Salty,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
156936357,May/12/2022 18:38,dee..,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
26058190,Apr/01/2017 18:42,Grapeee,GNU C++,30 ms,2000 KB,266A,Stones on the Table,266,A
187108408,Dec/29/2022 10:02,NawarAlTibi,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
47857180,Jan/03/2019 03:31,Yaman_Alwaza,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
149246129,Mar/11/2022 14:52,sanji333333,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
169561260,Aug/25/2022 02:32,MarioAndrawos,GNU C++17 (64),30 ms,0 KB,266A,Stones on the Table,266,A
104537295,Jan/16/2021 22:30,DARK-N,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
150298507,Mar/20/2022 22:12,MouayadL7,GNU C++14,30 ms,0 KB,266A,Stones on the Table,266,A
164076496,Jul/14/2022 00:31,Nour-Aldeen,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
170595301,Sep/02/2022 17:39,Abdulrhaim_Ma,GNU C++17,30 ms,0 KB,266A,Stones on the Table,266,A
78016739,Apr/25/2020 14:05,AhmadShahal,GNU C++17,62 ms,0 KB,266A,Stones on the Table,266,A
