#,When,Who,Problem_name,Number,Character
200071411,Apr/01/2023 07:21,OmranMk,Replace To Make Regular Bracket Sequence,612,C
200064723,Apr/01/2023 05:33,OmranMk,Holiday Of Equality,758,A
199955498,Mar/31/2023 17:15,OmranMk,Registration System,4,C
199946695,Mar/31/2023 15:50,OmranMk,Boxes Packing,903,C
199939672,Mar/31/2023 14:43,OmranMk,Regular Bracket Sequence,26,B
199937613,Mar/31/2023 14:23,OmranMk,Taisia and Dice,1790,B
199908652,Mar/31/2023 08:36,OmranMk,Remove Prefix,1714,B
199907530,Mar/31/2023 08:18,OmranMk,Remove Prefix,1714,B
199906021,Mar/31/2023 07:51,OmranMk,Negatives and Positives,1791,E
199903956,Mar/31/2023 07:08,OmranMk,Stand up Comedian,1792,B
199903921,Mar/31/2023 07:08,OmranMk,Stand up Comedian,1792,B
199902128,Mar/31/2023 06:29,OmranMk,GamingForces,1792,A
199899260,Mar/31/2023 05:21,OmranMk,Kuriyama Mirai's Stones,433,B
199898875,Mar/31/2023 05:12,OmranMk,Kuriyama Mirai's Stones,433,B
199863247,Mar/30/2023 20:21,OmranMk,Kuriyama Mirai's Stones,433,B
199858729,Mar/30/2023 19:44,OmranMk,One and Two,1788,A
199851477,Mar/30/2023 18:47,OmranMk,QAQ,894,A
199848876,Mar/30/2023 18:30,OmranMk,Permutation Value,1743,B
199833758,Mar/30/2023 17:01,OmranMk,Minimum  Varied Number,1714,C
170460933,Sep/01/2022 12:04,OmranMk,Plug in,81,A
167798526,Aug/10/2022 23:03,OmranMk,Reconnaissance 2,34,A
167676759,Aug/09/2022 22:28,OmranMk,Tavas and Nafas,535,A
167480646,Aug/08/2022 09:49,OmranMk,Initial Bet,478,A
167446802,Aug/07/2022 22:52,OmranMk,Little Elephant and Rozdil,205,A
167193186,Aug/06/2022 11:02,OmranMk,Postcards and photos,137,A
167132971,Aug/05/2022 19:44,OmranMk,Cheap Travel,466,A
166883564,Aug/04/2022 09:41,OmranMk,Vanya and Lanterns,492,B
166765287,Aug/03/2022 08:17,OmranMk,Spy Detected!,1512,A
166661898,Aug/02/2022 10:24,OmranMk,Do Not Be Distracted!,1520,A
166616633,Aug/01/2022 22:00,OmranMk,Short Substrings,1367,A
166616226,Aug/01/2022 21:55,OmranMk,Sum of Round Numbers,1352,A
166381012,Jul/31/2022 18:12,OmranMk,Remove Smallest,1399,A
166372909,Jul/31/2022 17:49,OmranMk,Yet Another Two Integers Problem,1409,A
166205827,Jul/30/2022 11:56,OmranMk,Amusing Joke,141,A
166204356,Jul/30/2022 11:41,OmranMk,New Year and Hurry,750,A
166203503,Jul/30/2022 11:33,OmranMk,I_love_\%username\%,155,A
166124164,Jul/29/2022 16:53,OmranMk,IQ test,25,A
166117923,Jul/29/2022 16:11,OmranMk,Divisibility Problem,1328,A
166044417,Jul/28/2022 22:26,OmranMk,Drinks,200,B
165827356,Jul/27/2022 00:18,OmranMk,Escape,148,B
165745880,Jul/26/2022 09:08,OmranMk,President's Office,6,B
165649294,Jul/25/2022 12:09,OmranMk,Taxi,158,B
165647688,Jul/25/2022 11:53,OmranMk,Inna and New Matrix of Candies,400,B
165604906,Jul/24/2022 23:30,OmranMk,Flag,16,A
165416127,Jul/23/2022 13:59,OmranMk,Filya and Homework,714,B
165283740,Jul/22/2022 11:20,OmranMk,Dreamoon and WiFi,476,B
165275298,Jul/22/2022 09:56,OmranMk,Kefa and First Steps,580,A
165224041,Jul/21/2022 20:33,OmranMk,Calculating Function,486,A
164982316,Jul/20/2022 11:14,OmranMk,Keyboard,88,B
164876470,Jul/19/2022 12:44,OmranMk,Students and Shoelaces,129,B
164876277,Jul/19/2022 12:42,OmranMk,Students and Shoelaces,129,B
164744466,Jul/18/2022 17:49,OmranMk,Xenia and Ringroad,339,B
164648976,Jul/17/2022 22:10,OmranMk,Queue at the School,266,B
164444273,Jul/16/2022 15:36,OmranMk,Mahmoud and a Triangle,766,B
164441559,Jul/16/2022 15:10,OmranMk,Colorful Field,79,B
164237806,Jul/15/2022 12:05,OmranMk,Sort the Array,451,B
164231052,Jul/15/2022 11:04,OmranMk,Lovely Palindromes,688,B
164096495,Jul/14/2022 07:08,OmranMk,Coins,47,B
164094291,Jul/14/2022 06:33,OmranMk,Easter Eggs,78,B
164093088,Jul/14/2022 06:16,OmranMk,Decoding,746,B
164000143,Jul/13/2022 10:39,OmranMk,Effective Approach,227,B
163999808,Jul/13/2022 10:37,OmranMk,Effective Approach,227,B
163774002,Jul/12/2022 12:40,OmranMk,Caisa and Pylons,463,B
163773104,Jul/12/2022 12:33,OmranMk,Sum of Digits,102,B
163772748,Jul/12/2022 12:30,OmranMk,Sum of Digits,102,B
163771524,Jul/12/2022 12:19,OmranMk,Sum of Digits,102,B
163771346,Jul/12/2022 12:18,OmranMk,Sum of Digits,102,B
163769621,Jul/12/2022 12:05,OmranMk,Sum of Digits,102,B
163766683,Jul/12/2022 11:42,OmranMk,Fancy Fence,270,A
163640091,Jul/11/2022 10:40,OmranMk,Burglar and Matches,16,B
163637215,Jul/11/2022 10:17,OmranMk,Bear and Finding Criminals,680,B
163451410,Jul/10/2022 13:54,OmranMk,Petya and Java,66,A
163449737,Jul/10/2022 13:31,OmranMk,Petya and Countryside,66,B
163449670,Jul/10/2022 13:30,OmranMk,Petya and Countryside,66,B
163446860,Jul/10/2022 12:55,OmranMk,Cards,701,A
163332056,Jul/09/2022 05:27,OmranMk,GukiZ and Contest,551,A
163331245,Jul/09/2022 05:12,OmranMk,Soft Drinking,151,A
163154290,Jul/08/2022 02:45,OmranMk,Summer Camp,672,A
163154142,Jul/08/2022 02:41,OmranMk,Coder,384,A
163044827,Jul/07/2022 01:03,OmranMk,Wizards' Duel,591,A
163023845,Jul/06/2022 19:23,OmranMk,Mashmokh and Lights,415,A
163022645,Jul/06/2022 19:07,OmranMk,Levko and Table,361,A
163022205,Jul/06/2022 19:02,OmranMk,Roma and Lucky Numbers,262,A
162951896,Jul/06/2022 05:51,OmranMk,Far Relative’s Birthday Cake,629,A
162949855,Jul/06/2022 05:16,OmranMk,A Good Contest,681,A
162888447,Jul/05/2022 14:49,OmranMk,Playing with Dice,378,A
162885777,Jul/05/2022 14:22,OmranMk,Second Order Statistics,22,A
162884838,Jul/05/2022 14:12,OmranMk,One dimensional Japanese Crossword,721,A
162883517,Jul/05/2022 13:58,OmranMk,Greg's Workout,255,A
162882575,Jul/05/2022 13:47,OmranMk,Fox And Snake,510,A
162881434,Jul/05/2022 13:33,OmranMk,The New Year: Meeting Friends,723,A
162880531,Jul/05/2022 13:21,OmranMk,Vasya the Hipster,581,A
162721847,Jul/04/2022 11:42,OmranMk,"Left handers, Right handers and Ambidexters",950,A
162631014,Jul/03/2022 13:34,OmranMk,Laptops,456,A
162525610,Jul/02/2022 12:07,OmranMk,Case of the Zeros and Ones,556,A
162525521,Jul/02/2022 12:06,OmranMk,Case of the Zeros and Ones,556,A
162417558,Jul/01/2022 12:10,OmranMk,Alena's Schedule,586,A
162310261,Jun/30/2022 10:25,OmranMk,Multiplication Table,577,A
162212618,Jun/29/2022 10:28,OmranMk,Exam,534,A
162013868,Jun/28/2022 09:10,OmranMk,Interview,631,A
162013453,Jun/28/2022 09:05,OmranMk,Appleman and Easy Task,462,A
161920038,Jun/27/2022 10:02,OmranMk,Drazil and Date,515,A
161917912,Jun/27/2022 09:32,OmranMk,Business trip,149,A
161841608,Jun/26/2022 11:13,OmranMk,Group of Students,357,A
161700999,Jun/25/2022 10:12,OmranMk,Round House,659,A
161658869,Jun/24/2022 19:22,OmranMk,Array,300,A
161589957,Jun/23/2022 23:52,OmranMk,Appleman and Easy Task,462,A
161589897,Jun/23/2022 23:50,OmranMk,Good Number,365,A
161589844,Jun/23/2022 23:49,OmranMk,Good Number,365,A
161506648,Jun/22/2022 23:16,OmranMk,Ultra Fast Mathematician,61,A
161401987,Jun/21/2022 17:38,OmranMk,Lala Land and Apple Trees,558,A
161265562,Jun/20/2022 05:23,OmranMk,Parallelepiped,224,A
161210132,Jun/19/2022 13:47,OmranMk,Vasya and Digital Root,355,A
161129695,Jun/18/2022 22:13,OmranMk,Joysticks,651,A
160987651,Jun/17/2022 21:08,OmranMk,Autocomplete,53,A
160891102,Jun/16/2022 20:21,OmranMk,Vitaliy and Pie,525,A
160891034,Jun/16/2022 20:20,OmranMk,Vitaliy and Pie,525,A
160890118,Jun/16/2022 20:14,OmranMk,Vitaliy and Pie,525,A
160821917,Jun/16/2022 17:09,OmranMk,Digital Counter,495,A
160743309,Jun/15/2022 17:42,OmranMk,Combination Lock,540,A
160742032,Jun/15/2022 17:24,OmranMk,Toy Army,84,A
160481487,Jun/14/2022 08:54,OmranMk,Life Without Zeros,75,A
160480334,Jun/14/2022 08:32,OmranMk,Triangular numbers,47,A
160454971,Jun/13/2022 20:59,OmranMk,Cookies,129,A
160370042,Jun/12/2022 20:57,OmranMk,Bus to Udayland,711,A
160223212,Jun/11/2022 21:58,OmranMk,Little Pony and Crystal Mine,454,A
160119966,Jun/10/2022 20:45,OmranMk,Dice Tower,225,A
160109872,Jun/10/2022 20:18,OmranMk,Raising Bacteria,579,A
160096818,Jun/10/2022 19:49,OmranMk,Polo the Penguin and Segments,289,A
160096514,Jun/10/2022 19:48,OmranMk,Polo the Penguin and Segments,289,A
160092985,Jun/10/2022 19:30,OmranMk,Mountain Scenery,218,A
160072419,Jun/10/2022 14:55,OmranMk,Balanced Rating Changes,1237,A
160071452,Jun/10/2022 14:43,OmranMk,Balanced Rating Changes,1237,A
160068168,Jun/10/2022 14:00,OmranMk,BowWow and the Timetable,1204,A
160047157,Jun/09/2022 21:49,OmranMk,Hit the Lottery,996,A
159953882,Jun/08/2022 18:58,OmranMk,Dragons,230,A
159706621,Jun/07/2022 13:11,OmranMk,cAPS lOCK,131,A
159704939,Jun/07/2022 12:48,OmranMk,Insomnia cure,148,A
159667772,Jun/06/2022 23:09,OmranMk,Expression,479,A
159556734,Jun/05/2022 16:41,OmranMk,Snow Footprints,298,A
159490762,Jun/04/2022 17:56,OmranMk,Yaroslav and Permutations,296,A
159312178,Jun/03/2022 09:03,OmranMk,Hulk,705,A
159272913,Jun/02/2022 19:31,OmranMk,HQ9+,133,A
159272300,Jun/02/2022 19:24,OmranMk,In Search of an Easy Problem,1030,A
159271813,Jun/02/2022 19:19,OmranMk,George and Accommodation,467,A
159148272,Jun/01/2022 13:10,OmranMk,Lucky Division,122,A
159146144,Jun/01/2022 12:48,OmranMk,Beautiful Year,271,A
159079440,May/31/2022 19:40,OmranMk,Translation,41,A
158968183,May/31/2022 14:09,OmranMk,Chat room,58,A
158967623,May/31/2022 14:07,OmranMk,Chat room,58,A
158965507,May/31/2022 13:40,OmranMk,IQ Test,287,A
158904613,May/30/2022 21:37,OmranMk,Nearly Lucky Number,110,A
158819152,May/29/2022 20:03,OmranMk,Wrong Subtraction,977,A
158818676,May/29/2022 19:55,OmranMk,Soldier and Bananas,546,A
158817896,May/29/2022 19:44,OmranMk,Young Physicist,69,A
158745930,May/28/2022 20:28,OmranMk,Elephant,617,A
158611431,May/27/2022 15:32,OmranMk,Football,96,A
158504610,May/26/2022 11:07,OmranMk,Word Capitalization,281,A
158394638,May/25/2022 16:49,OmranMk,String Task,118,A
158258353,May/24/2022 06:07,OmranMk,Bit++,282,A
158139044,May/23/2022 14:37,OmranMk,Domino piling,50,A
157972430,May/22/2022 12:02,OmranMk,Launch of Collider,699,A
157879290,May/21/2022 11:41,OmranMk,Ksenia and Pan Scales,382,A
157778234,May/20/2022 10:43,OmranMk,Snacktower,767,A
157636515,May/19/2022 11:12,OmranMk,Chewbaсca and Number,514,A
157546930,May/18/2022 11:39,OmranMk,Help Vasilisa the Wise 2,143,A
157512398,May/17/2022 23:04,OmranMk,Alyona and Numbers,682,A
157426782,May/16/2022 22:49,OmranMk,Good Number,365,A
157312669,May/15/2022 16:27,OmranMk,Counterexample,483,A
157299061,May/15/2022 14:29,OmranMk,Counterexample,483,A
157278970,May/15/2022 11:32,OmranMk,Panoramix's Prediction,80,A
157278904,May/15/2022 11:31,OmranMk,Panoramix's Prediction,80,A
157277243,May/15/2022 11:12,OmranMk,Panoramix's Prediction,80,A
157276932,May/15/2022 11:09,OmranMk,Panoramix's Prediction,80,A
157272987,May/15/2022 10:30,OmranMk,Anton and Polyhedrons,785,A
157272730,May/15/2022 10:28,OmranMk,Anton and Polyhedrons,785,A
157272320,May/15/2022 10:24,OmranMk,Anton and Polyhedrons,785,A
157187701,May/14/2022 14:02,OmranMk,Theatre Square,1,A
157170498,May/14/2022 13:23,OmranMk,Calculating Function,486,A
157164294,May/14/2022 13:12,OmranMk,Arpa’s hard exam and Mehrdad’s naive cheat,742,A
157138770,May/14/2022 12:39,OmranMk,Valera and X,404,A
157002286,May/13/2022 14:39,OmranMk,Dubstep,208,A
156994276,May/13/2022 13:01,OmranMk,Brain's Photos,707,A
156988321,May/13/2022 11:41,OmranMk,Football,43,A
156952169,May/12/2022 21:54,OmranMk,Olesya and Rodion,584,A
156949312,May/12/2022 21:13,OmranMk,Is it rated?,807,A
156947752,May/12/2022 20:55,OmranMk,I Wanna Be the Guy,469,A
156944658,May/12/2022 20:18,OmranMk,Even Odds,318,A
156944605,May/12/2022 20:18,OmranMk,Even Odds,318,A
156836548,May/11/2022 16:34,OmranMk,Keyboard,474,A
156834908,May/11/2022 16:17,OmranMk,Twins,160,A
156831836,May/11/2022 15:46,OmranMk,Pangram,520,A
156830405,May/11/2022 15:33,OmranMk,Oath of the Night's Watch,768,A
156829787,May/11/2022 15:26,OmranMk,Oath of the Night's Watch,768,A
156600162,May/10/2022 14:00,OmranMk,Mahmoud and Longest Uncommon Subsequence,766,A
156599503,May/10/2022 13:51,OmranMk,Mahmoud and Longest Uncommon Subsequence,766,A
156597768,May/10/2022 13:29,OmranMk,Lineland Mail,567,A
156597477,May/10/2022 13:24,OmranMk,Lineland Mail,567,A
156597167,May/10/2022 13:20,OmranMk,Lineland Mail,567,A
156596961,May/10/2022 13:17,OmranMk,Lineland Mail,567,A
156561804,May/10/2022 00:06,OmranMk,Lineland Mail,567,A
156365335,May/09/2022 00:06,OmranMk,Presents,136,A
156365082,May/08/2022 23:59,OmranMk,Next Round,158,A
156364970,May/08/2022 23:56,OmranMk,Next Round,158,A
156234302,May/07/2022 23:34,OmranMk,New Password,770,A
156233752,May/07/2022 23:22,OmranMk,Team Olympiad,490,A
156232102,May/07/2022 22:49,OmranMk,Helpful Maths,339,A
156231667,May/07/2022 22:40,OmranMk,Free Ice Cream,686,A
156230906,May/07/2022 22:27,OmranMk,Way Too Long Words,71,A
156230809,May/07/2022 22:25,OmranMk,Way Too Long Words,71,A
156140741,May/06/2022 23:59,OmranMk,Anton and Letters,443,A
156139468,May/06/2022 23:34,OmranMk,Carrot Cakes,799,A
156018325,May/05/2022 21:43,OmranMk,Juicer,709,A
156015595,May/05/2022 21:05,OmranMk,Shaass and Oskols,294,A
155835709,May/04/2022 13:44,OmranMk,Die Roll,9,A
155834817,May/04/2022 13:30,OmranMk,Colorful Stones (Simplified Edition),265,A
155833686,May/04/2022 13:17,OmranMk,Is your horseshoe on the other hoof?,228,A
155737568,May/03/2022 11:16,OmranMk,Buy a Shovel,732,A
155537634,May/02/2022 00:05,OmranMk,Games,268,A
155459571,May/01/2022 00:15,OmranMk,Night at the Museum,731,A
155453959,Apr/30/2022 22:11,OmranMk,Black Square,431,A
155453006,Apr/30/2022 21:54,OmranMk,Police Recruits,427,A
155451816,Apr/30/2022 21:33,OmranMk,Stones on the Table,266,A
155274159,Apr/29/2022 12:23,OmranMk,Sereja and Dima,381,A
155271836,Apr/29/2022 11:48,OmranMk,Magnets,344,A
155271655,Apr/29/2022 11:45,OmranMk,Magnets,344,A
155271327,Apr/29/2022 11:40,OmranMk,Magnets,344,A
155270591,Apr/29/2022 11:28,OmranMk,Word,59,A
155267651,Apr/29/2022 10:45,OmranMk,Boy or Girl,236,A
155173790,Apr/28/2022 07:35,OmranMk,Petya and Strings,112,A
155171224,Apr/28/2022 06:43,OmranMk,Gravity Flip,405,A
155088640,Apr/27/2022 08:02,OmranMk,Beautiful Matrix,263,A
155087848,Apr/27/2022 07:45,OmranMk,Beautiful Matrix,263,A
155086715,Apr/27/2022 07:20,OmranMk,Team,231,A
155086276,Apr/27/2022 07:10,OmranMk,Bear and Big Brother,791,A
155007158,Apr/26/2022 10:24,OmranMk,Anton and Danik,734,A
155006014,Apr/26/2022 10:06,OmranMk,Vanya and Fence,677,A
109989080,Mar/14/2021 20:23,OmranMk,Coins,1061,A
109989025,Mar/14/2021 20:22,OmranMk,Coins,1061,A
109449144,Mar/09/2021 11:17,OmranMk,Integer Sequence Dividing,1102,A
109305406,Mar/07/2021 07:45,OmranMk,Coins,1061,A
108834701,Mar/01/2021 23:22,OmranMk,Way Too Long Words,71,A
108832549,Mar/01/2021 22:30,OmranMk,Watermelon,4,A
208318371,Jun/03/2023 18:09,sanji333333,The Good Array,1839,A
207201534,May/25/2023 18:10,sanji333333,Best Binary String,1837,C
207189003,May/25/2023 17:59,sanji333333,Comparison String,1837,B
207176466,May/25/2023 17:48,sanji333333,Grasshopper on a Line,1837,A
206752769,May/21/2023 17:42,sanji333333,Flipper,1833,D
206497696,May/19/2023 18:19,sanji333333,Vlad Building Beautiful Array,1833,C
206484453,May/19/2023 18:01,sanji333333,Restore the Weather,1833,B
206468739,May/19/2023 17:45,sanji333333,Musical Puzzle,1833,A
205595946,May/12/2023 18:42,sanji333333,Contrast Value,1832,C
205575621,May/12/2023 18:05,sanji333333,Maximum Sum,1832,B
205562775,May/12/2023 17:48,sanji333333,New Palindrome,1832,A
205443526,May/11/2023 17:36,sanji333333,Good Subarrays (Easy Version),1736,C1
204853362,May/06/2023 19:10,sanji333333,The Lakes,1829,E
204824387,May/06/2023 18:30,sanji333333,Gold Rush,1829,D
204812093,May/06/2023 18:16,sanji333333,Mr. Perfectly Fine,1829,C
204799692,May/06/2023 18:04,sanji333333,Blank Space,1829,B
204767414,May/06/2023 17:41,sanji333333,Love Story,1829,A
203627115,Apr/27/2023 08:32,sanji333333,Make a Permutation!,864,D
203614746,Apr/27/2023 04:56,sanji333333,Remove One Element,1272,D
203355943,Apr/24/2023 21:03,sanji333333,Bun Lover,1822,C
203352354,Apr/24/2023 20:33,sanji333333,Super Permutation,1822,D
203302487,Apr/24/2023 18:29,sanji333333,Karina and Array,1822,B
203292939,Apr/24/2023 18:14,sanji333333,TubeTube Feed,1822,A
202924456,Apr/21/2023 09:16,sanji333333,Tear It Apart,1821,C
202848735,Apr/20/2023 18:14,sanji333333,Sort the Subarray,1821,B
202833208,Apr/20/2023 17:48,sanji333333,Matching,1821,A
202564313,Apr/18/2023 07:54,sanji333333,Hamburgers,371,C
201776787,Apr/12/2023 07:05,sanji333333,Negatives and Positives,1791,E
201775415,Apr/12/2023 06:42,sanji333333,Distinct Split,1791,D
201773797,Apr/12/2023 06:13,sanji333333,Prepend and Append,1791,C
201773255,Apr/12/2023 06:04,sanji333333,Following Directions,1791,B
201772761,Apr/12/2023 05:55,sanji333333,Codeforces Checking,1791,A
201509390,Apr/09/2023 18:18,sanji333333,Ian Visits Mary,1816,A
200997892,Apr/06/2023 17:45,sanji333333,Coins,1814,A
200945282,Apr/06/2023 10:12,sanji333333,Conveyor Belts,1811,B
200860104,Apr/05/2023 13:31,sanji333333,Insert Digit,1811,A
200858226,Apr/05/2023 13:10,sanji333333,Place for a Selfie,1805,C
200524288,Apr/03/2023 09:13,sanji333333,The String Has a Target,1805,B
200514312,Apr/03/2023 08:33,sanji333333,We Need the Zero,1805,A
200418696,Apr/02/2023 18:18,sanji333333,Interesting Sum,1720,B
200363246,Apr/02/2023 13:41,sanji333333,Unmysterious Language,1812,J
200361893,Apr/02/2023 13:28,sanji333333,Sereja and Suffixes,368,B
200357572,Apr/02/2023 12:46,sanji333333,Dislike of Threes,1560,A
199798830,Mar/30/2023 11:38,sanji333333,3SUM,1692,F
199556559,Mar/28/2023 18:22,sanji333333,Minimum LCM,1765,M
199550223,Mar/28/2023 17:34,sanji333333,GCD Partition,1780,B
199475630,Mar/28/2023 03:07,sanji333333,Two Arrays,1584,C
199475253,Mar/28/2023 02:58,sanji333333,Technical Support,1754,A
199469634,Mar/28/2023 01:06,sanji333333,Broken Keyboard,1765,B
199398568,Mar/27/2023 14:22,sanji333333,Again Twenty Five!,630,A
199087990,Mar/25/2023 14:44,sanji333333,And Then There Were K,1527,A
198963276,Mar/24/2023 18:07,sanji333333,XOR Mixup,1698,A
198795515,Mar/23/2023 18:31,sanji333333,Subsequence Addition (Hard Version),1807,G2
198793246,Mar/23/2023 18:27,sanji333333,Subsequence Addition (Easy Version),1807,G1
198545818,Mar/21/2023 22:05,sanji333333,Josephus Problem I,102961,P
198374542,Mar/20/2023 18:30,sanji333333,Teleporters (Easy Version),1791,G1
198336538,Mar/20/2023 12:19,sanji333333,Interview,1807,E
198280360,Mar/19/2023 23:23,sanji333333,Odd Queries,1807,D
198272957,Mar/19/2023 22:04,sanji333333,Find and Replace,1807,C
198270390,Mar/19/2023 21:43,sanji333333,Grab the Candies,1807,B
198269642,Mar/19/2023 21:38,sanji333333,Plus or Minus,1807,A
197997142,Mar/18/2023 20:09,sanji333333,Mex Master,1806,B
197916780,Mar/18/2023 15:20,sanji333333,Walking Master,1806,A
197813204,Mar/17/2023 21:17,sanji333333,Replace To Make Regular Bracket Sequence,612,C
197775958,Mar/17/2023 17:06,sanji333333,Thor,705,C
197770555,Mar/17/2023 16:26,sanji333333,Ice Skating,217,A
197753137,Mar/17/2023 14:16,sanji333333,Diameter of Graph,1581,B
197595525,Mar/16/2023 08:55,sanji333333,Boxes Packing,903,C
197591357,Mar/16/2023 07:56,sanji333333,Party,115,A
197532813,Mar/15/2023 18:32,sanji333333,Metro,1055,A
197488595,Mar/15/2023 12:57,sanji333333,Network Topology,292,B
197482934,Mar/15/2023 12:09,sanji333333,Love Triangle,939,A
197481011,Mar/15/2023 11:54,sanji333333,Gregor and the Pawn Game,1549,B
197308008,Mar/14/2023 03:35,sanji333333,Premutation,1790,C
197305924,Mar/14/2023 02:31,sanji333333,Build Permutation,1713,C
197305766,Mar/14/2023 02:27,sanji333333,Build Permutation,1713,C
197296635,Mar/13/2023 23:41,sanji333333,Thermostat,1759,C
197221195,Mar/13/2023 13:43,sanji333333,MKnez's ConstructiveForces Task,1779,B
197199843,Mar/13/2023 10:43,sanji333333,Password,1743,A
197194221,Mar/13/2023 09:47,sanji333333,Exam in BerSU (hard version),1185,C2
197181875,Mar/13/2023 07:20,sanji333333,Exam in BerSU (easy version),1185,C1
196880795,Mar/11/2023 07:10,sanji333333,Customising the Track,1543,B
196873029,Mar/11/2023 04:26,sanji333333,GCD Problem,1617,B
196872202,Mar/11/2023 04:02,sanji333333,Toy Army,84,A
196871946,Mar/11/2023 03:55,sanji333333,Windblume Ode,1583,A
196871046,Mar/11/2023 03:26,sanji333333,Serval and Mocha's Array,1789,A
196721476,Mar/10/2023 01:35,sanji333333,Settlement of Guinea Pigs,1802,B
196619007,Mar/09/2023 13:28,sanji333333,Likes,1802,A
196474437,Mar/08/2023 10:31,sanji333333,Prefix Sum Primes,1149,A
196312149,Mar/06/2023 23:48,sanji333333,Wrong Addition,1619,C
196165991,Mar/05/2023 20:19,sanji333333,Odd Set,1542,A
196153869,Mar/05/2023 18:26,sanji333333,Unlucky Ticket,160,B
196148391,Mar/05/2023 17:38,sanji333333,Infinite Sequence,675,A
196063996,Mar/04/2023 23:55,sanji333333,Fair Playoff,1535,A
196055339,Mar/04/2023 22:33,sanji333333,Prefix and Suffix Array,1794,A
195947250,Mar/04/2023 13:00,sanji333333,Powering the Hero (hard version),1800,C2
195819862,Mar/03/2023 16:59,sanji333333,Fun with Even Subarrays,1631,B
195667115,Mar/02/2023 19:00,sanji333333,Powering the Hero (easy version),1800,C1
195638676,Mar/02/2023 18:27,sanji333333,Count the Number of Pairs,1800,B
195598478,Mar/02/2023 17:51,sanji333333,Is It a Cat?,1800,A
195580514,Mar/02/2023 17:22,sanji333333,Vova and Train,1066,A
195490530,Mar/01/2023 21:45,sanji333333,Fedya and Array,1793,B
195486913,Mar/01/2023 21:08,sanji333333,Array Recovery,1739,B
195392602,Mar/01/2023 03:23,sanji333333,Trace,157,B
195372187,Feb/28/2023 22:00,sanji333333,Businessmen Problems,981,B
195370764,Feb/28/2023 21:45,sanji333333,Heating,1260,A
195366380,Feb/28/2023 21:05,sanji333333,Bogosort,1312,B
195208833,Feb/27/2023 23:58,sanji333333,Choosing Teams,432,A
195208226,Feb/27/2023 23:50,sanji333333,Squats,424,A
195206760,Feb/27/2023 23:29,sanji333333,2 3 Moves,1716,A
195079576,Feb/27/2023 02:28,sanji333333,Free Cash,237,A
195079230,Feb/27/2023 02:18,sanji333333,Free Cash,237,A
195048923,Feb/26/2023 19:32,sanji333333,Free Cash,237,A
195046833,Feb/26/2023 19:16,sanji333333,k String,219,A
195045146,Feb/26/2023 18:58,sanji333333,Black and White Stripe,1690,D
194963771,Feb/25/2023 18:53,sanji333333,Save More Mice,1593,C
194925776,Feb/25/2023 17:21,sanji333333,Towers,37,A
194922184,Feb/25/2023 16:41,sanji333333,Red and Blue,1469,B
194806308,Feb/24/2023 18:59,sanji333333,Donut Shops,1373,A
194796788,Feb/24/2023 17:43,sanji333333,Balanced Remainders,1490,B
194783120,Feb/24/2023 15:54,sanji333333,Berland Poker,1359,A
